record_id,product_id,sku,cpu,ram_gb,storage_gb,gpu,screen_size_inch,weight_kg
phongvu_260802636.0,891832,260802636.0,,,,,,
phongvu_260802639.0,891835,260802639.0,,,,,,
phongvu_260802653.0,891849,260802653.0,,,,,,
phongvu_260802662.0,891858,260802662.0,,,,,,
phongvu_260802663.0,891859,260802663.0,,,,,,
phongvu_260802688.0,891884,260802688.0,,,,,,
phongvu_260802690.0,891886,260802690.0,,,,,,
phongvu_260802691.0,891887,260802691.0,,,,,,
phongvu_260802692.0,891888,260802692.0,,,,,,
phongvu_260802752.0,891949,260802752.0,,,,,,
phongvu_260803513.0,892704,260803513.0,,16.0,512.0,,,
phongvu_260803520.0,892716,260803520.0,,16.0,512.0,,,
phongvu_260803528.0,892723,260803528.0,,16.0,512.0,,,
phongvu_260803539.0,892732,260803539.0,,16.0,512.0,,,
phongvu_260803546.0,892743,260803546.0,,8.0,512.0,,,
phongvu_260803553.0,892750,260803553.0,,8.0,512.0,,,
phongvu_260803562.0,892758,260803562.0,,16.0,512.0,,,
phongvu_260803571.0,892767,260803571.0,,32.0,1024.0,,,
phongvu_260803572.0,892770,260803572.0,,16.0,512.0,,,
phongvu_260803578.0,892776,260803578.0,,64.0,3072.0,,,
phongvu_260803581.0,892777,260803581.0,,16.0,512.0,,,
phongvu_260803589.0,892787,260803589.0,,8.0,512.0,,,
phongvu_260803593.0,892791,260803593.0,,16.0,512.0,,,
phongvu_260805116.0,894418,260805116.0,,32.0,1024.0,,,
phongvu_260805117.0,894419,260805117.0,,32.0,1024.0,,,
phongvu_260805394.0,894698,260805394.0,,16.0,512.0,,,
phongvu_260805395.0,894697,260805395.0,,16.0,512.0,,,
phongvu_260805396.0,894699,260805396.0,,16.0,512.0,,,
phongvu_260805895.0,895197,260805895.0,,16.0,512.0,,,
phongvu_260805903.0,895204,260805903.0,,8.0,512.0,,,
phongvu_260901533.0,896920,260901533.0,,16.0,512.0,,,
phongvu_260901534.0,896921,260901534.0,,8.0,512.0,,,
phongvu_260901535.0,896923,260901535.0,,32.0,512.0,,,
phongvu_260901536.0,896922,260901536.0,,16.0,512.0,,,
phongvu_260901602.0,896986,260901602.0,,32.0,2048.0,,,
phongvu_260901609.0,896996,260901609.0,,8.0,256.0,,,
phongvu_260901626.0,897011,260901626.0,,32.0,512.0,,,
phongvu_260901635.0,897021,260901635.0,,16.0,1024.0,,,
phongvu_260901644.0,897031,260901644.0,,16.0,1024.0,,,
phongvu_260901725.0,897115,260901725.0,,16.0,512.0,,,
phongvu_260901734.0,897123,260901734.0,Snapdragon X X1 26 101,16.0,512.0,,,
phongvu_260901744.0,897132,260901744.0,,8.0,256.0,,,
phongvu_260901751.0,897142,260901751.0,,16.0,512.0,,,
phongvu_260901761.0,897149,260901761.0,,16.0,512.0,,,
phongvu_260901767.0,897157,260901767.0,,16.0,512.0,,,
phongvu_260901771.0,897162,260901771.0,,32.0,2048.0,,,
phongvu_260901786.0,897178,260901786.0,,32.0,512.0,,,
