product_id,sku,screen_size_inch,resolution,refresh_rate_hz,panel_type,response_time_ms
844489,260105679,27.0,2K,180.0,IPS,1.0
844496,260105685,27.0,2K,240.0,OLED,0.03
844527,260105715,15.6,Full HD,60.0,IPS,7.0
844532,260105722,23.8,Full HD,144.0,IPS,6.0
845545,260106719,25.0,Full HD,144.0,IPS,1.0
845551,260106726,27.0,,144.0,IPS,5.0
846245,260107401,23.8,Full HD,100.0,IPS,4.0
846538,260107687,24.0,,100.0,IPS,5.0
847903,260109028,28.0,3840x2160,60.0,IPS,4.0
847907,260109032,24.0,1920x1200,75.0,IPS,5.0
848786,260200462,23.8,Full HD,200.0,VA,1.0
850864,260202509,27.0,Full HD,144.0,IPS,1.0
850872,260202514,27.0,QHD,200.0,IPS,0.5
850873,260202515,27.0,,180.0,IPS,1.0
850876,260202518,24.5,Full HD,144.0,IPS,1.0
850877,260202519,37.0,,60.0,VA,5.0
850880,260202522,27.0,Full HD,144.0,IPS,1.0
850881,260202523,37.0,,60.0,VA,5.0
850884,260202526,24.5,Full HD,144.0,IPS,0.5
850885,260202527,27.0,2K,180.0,OLED,0.03
850888,260202530,27.0,2K,280.0,OLED,0.03
850889,260202531,19.5,,100.0,TN,5.0
851658,260203283,23.8,Full HD,120.0,IPS,1.0
853657,260300969,21.5,1920 x 1080,75.0,IPS,4.0
853700,260301012,27.0,,200.0,IPS,1.0
853701,260301013,27.0,3840x2160,60.0,IPS,5.0
853704,260301016,27.0,3840x2160,60.0,IPS,5.0
853839,260301153,27.0,2560 x 1440,200.0,IPS,1.0
854347,260301656,23.8,Full HD,144.0,IPS,1.0
854354,260301663,27.0,2K,144.0,IPS,1.0
855388,260302517,27.0,,100.0,IPS,5.0
856324,260303445,27.0,2K,200.0,IPS,0.5
856325,260303446,23.8,Full HD,144.0,IPS,1.0
856327,260303447,24.5,Full HD,240.0,IPS,0.5
856326,260303448,21.45,Full HD,120.0,VA,1.0
857763,260304750,24.5,Full HD,400.0,IPS,1.0
857764,260304751,24.1,Full HD,750.0,TN,0.8
857762,260304752,24.5,Full HD,310.0,IPS,0.3
858090,260305074,23.8,1920x1080,100.0,IPS,1.0
858091,260305075,23.8,1920x1080,100.0,IPS,1.0
858093,260305077,23.8,1920x1080,100.0,IPS,1.0
858097,260305081,24.0,1920x1200,75.0,IPS,5.0
858098,260305082,23.8,1920x1080,100.0,IPS,1.0
858100,260305084,23.8,1920x1080,100.0,IPS,1.0
858103,260305087,27.0,2560x1440,100.0,IPS,
858125,260305109,27.0,2560x1440,100.0,IPS,4.0
858146,260305130,27.0,3840x2160,120.0,IPS,8.0
858393,260305377,23.8,Full HD,120.0,IPS,4.0
860357,260400572,27.0,Full HD,144.0,IPS,6.0
862513,260402706,34.0,QHD,120.0,VA,1.0
862665,260402861,26.5,2K,240.0,OLED,0.03
862759,260402953,26.5,2K,240.0,OLED,0.03
862762,260402955,27.0,,60.0,IPS,4.0
862763,260402956,34.0,QHD,120.0,VA,1.0
864732,260404883,21.5,Full HD,100.0,IPS,4.0
864771,260404924,27.0,2K,180.0,IPS,0.5
864774,260404926,27.0,Full HD,200.0,IPS,0.5
867214,260407229,23.8,Full HD,144.0,IPS,5.0
867228,260407244,23.6,Full HD,75.0,VA,7.0
869606,260501446,23.8,Full HD,144.0,IPS,1.0
869613,260501453,27.0,Full HD,144.0,IPS,1.0
869620,260501460,27.0,2K,120.0,IPS,1.0
869626,260501466,27.0,2K,120.0,IPS,1.0
869824,260501664,25.0,1920 x 1080,60.0,IPS,5.0
869826,260501666,27.0,2560x1440,100.0,IPS,4.0
869828,260501668,27.0,,200.0,IPS,1.0
869830,260501670,,1920 x 1080,100.0,VA,5.0
869837,260501677,,1920 x 1080,100.0,IPS,5.0
869839,260501679,27.0,2560x1440,100.0,IPS,4.0
869843,260501683,,1920 x 1080,100.0,VA,5.0
869844,260501684,27.0,2560x1440,100.0,IPS,4.0
869938,260501778,,1920 x 1080,60.0,IPS,4.0
869940,260501780,,1920 x 1080,60.0,IPS,4.0
869959,260501799,27.0,,60.0,IPS,6.0
869993,260501833,27.0,1920 x 1080,100.0,IPS,4.0
869999,260501839,27.0,2560x1440,180.0,VA,1.0
870006,260501846,27.0,2560x1440,100.0,IPS,4.0
870007,260501847,27.0,1920 x 1080,100.0,IPS,1.0
870019,260501859,,,,,
870020,260501860,,2560 x 1440,200.0,IPS,1.0
870056,260501896,34.0,3440 x 1440,180.0,VA,1.0
871167,260502991,27.0,2K,144.0,IPS,1.0
872083,260503898,27.0,Full HD,100.0,IPS,1.0
872091,260503904,23.8,Full HD,100.0,IPS,1.0
872097,260503912,21.5,Full HD,100.0,IPS,4.0
872105,260503919,23.8,Full HD,144.0,IPS,1.0
872112,260503926,23.8,Full HD,100.0,IPS,5.0
872139,260503953,26.5,2K,240.0,OLED,0.03
872142,260503956,27.0,Full HD,144.0,IPS,0.5
876975,260508569,21.5,Full HD,100.0,VA,5.0
876982,260508576,27.0,2K,100.0,IPS,5.0
876989,260508583,27.0,Full HD,120.0,IPS,5.0
876996,260508590,31.5,,60.0,VA,4.0
877001,260508595,34.0,QHD,180.0,VA,1.0
878543,260600933,23.8,Full HD,100.0,IPS,5.0
878538,260600937,25.0,Full HD,300.0,IPS,1.0
878544,260600942,27.0,Full HD,100.0,IPS,5.0
878549,260600945,27.0,Full HD,200.0,IPS,1.0
878552,260600951,24.0,,100.0,IPS,5.0
878556,260600952,27.0,Full HD,300.0,IPS,1.0
878562,260600958,23.8,Full HD,120.0,IPS,5.0
878569,260600965,27.0,Full HD,120.0,IPS,5.0
878574,260600970,25.0,Full HD,200.0,IPS,1.0
878576,260600972,27.0,2K,210.0,IPS,0.3
879473,260601845,27.0,,60.0,IPS,6.0
879476,260601848,27.0,1920X1080,120.0,IPS,
879527,260601899,27.0,1920 x 1080,100.0,IPS,6.0
879531,260601903,27.0,2K,100.0,IPS,6.0
879532,260601904,23.8,,200.0,IPS,1.0
879533,260601905,27.0,1920 x 1080,100.0,IPS,6.0
879536,260601908,27.0,2K,100.0,IPS,6.0
879537,260601909,27.0,1920 x 1080,100.0,IPS,6.0
879538,260601910,27.0,2K,100.0,IPS,6.0
879544,260601916,27.0,2K,100.0,IPS,6.0
879555,260601927,27.0,2K,100.0,IPS,6.0
879556,260601928,27.0,2K,100.0,IPS,6.0
879557,260601929,27.0,1920 x 1080,100.0,IPS,6.0
879564,260601936,27.0,2K,100.0,IPS,6.0
879568,260601940,23.8,,200.0,IPS,1.0
879569,260601941,27.0,2K,100.0,IPS,6.0
879802,260602175,27.0,,160.0,IPS,0.5
879808,260602184,27.0,2K,210.0,IPS,0.5
879820,260602190,27.0,2K,240.0,OLED,0.03
879827,260602196,32.0,,165.0,IPS,1.0
879942,260602321,23.8,Full HD,200.0,IPS,0.5
880049,260602428,31.5,,60.0,IPS,5.0
880703,260603075,21.5,Full HD,120.0,IPS,1.0
880704,260603077,27.0,2K,144.0,IPS,1.0
880706,260603079,23.8,Full HD,200.0,IPS,0.5
880708,260603081,27.0,Full HD,200.0,IPS,0.5
880710,260603083,27.0,,60.0,IPS,5.0
880712,260603085,27.0,2K,300.0,IPS,1.0
880714,260603087,40.0,,120.0,IPS,5.0
880716,260603089,45.0,,240.0,OLED,0.03
880973,260603321,34.0,2K,120.0,VA,1.0
882041,260700554,27.0,1920 x 1080,100.0,IPS,6.0
882042,260700555,27.0,2560 x 1440,180.0,IPS,1.0
882044,260700557,,3840 x 2160,60.0,IPS,5.0
882045,260700558,27.0,2560x1440,180.0,VA,1.0
882046,260700559,23.8,,200.0,IPS,1.0
882047,260700560,27.0,1920 x 1080,280.0,VA,0.5
882050,260700563,23.8,1920x1080,100.0,IPS,5.0
882051,260700564,27.0,,200.0,IPS,1.0
882052,260700565,27.0,3840x2160,60.0,IPS,5.0
882053,260700566,21.45,1920 x 1080,100.0,VA,4.0
882056,260700569,27.0,1920 x 1080,280.0,VA,0.5
882057,260700570,27.0,1920 x 1080,165.0,IPS,1.0
882070,260700583,27.0,1920 x 1080,100.0,IPS,1.0
882098,260700611,,1920 x 1080,100.0,IPS,5.0
882099,260700612,,1920 x 1080,100.0,IPS,5.0
882100,260700613,,1920 x 1080,100.0,IPS,5.0
882101,260700614,,1920 x 1080,100.0,IPS,5.0
882102,260700615,21.5,1920 x 1080,100.0,IPS,1.0
882103,260700616,24.5,1920X1080,120.0,IPS,
882104,260700617,,1920 x 1080,100.0,IPS,5.0
882107,260700620,,1920 x 1080,100.0,IPS,5.0
882112,260700625,23.8,,200.0,IPS,1.0
882114,260700627,,1920 x 1080,100.0,IPS,5.0
882117,260700630,,1920 x 1080,100.0,IPS,5.0
882120,260700633,,1920 x 1080,100.0,IPS,5.0
882121,260700634,,1920 x 1080,100.0,IPS,5.0
882124,260700637,27.0,3840 x 2160,60.0,IPS,5.0
882125,260700638,,1920 x 1080,100.0,IPS,5.0
882126,260700639,24.5,1920X1080,120.0,IPS,
882936,260701386,27.0,2K,320.0,IPS,0.5
883270,260701720,27.0,2K,300.0,IPS,1.0
883271,260701721,27.0,Full HD,300.0,IPS,1.0
883278,260701727,27.0,,60.0,IPS,5.0
883279,260701728,23.8,Full HD,120.0,IPS,5.0
883294,260701738,31.5,2K,100.0,IPS,5.0
883301,260701744,27.0,2K,275.0,IPS,0.5
883307,260701751,27.0,Full HD,260.0,IPS,0.5
883313,260701757,27.0,2K,360.0,IPS,0.5
883314,260701758,27.0,Full HD,260.0,IPS,1.0
883320,260701764,27.0,2K,144.0,IPS,1.0
883321,260701765,23.8,Full HD,144.0,IPS,1.0
883326,260701770,25.0,Full HD,300.0,IPS,1.0
883327,260701772,27.0,,72.0,IPS,4.0
883331,260701775,49.0,QHD,240.0,OLED,0.03
883334,260701782,34.0,QHD,160.0,VA,5.0
883343,260701787,34.0,,100.0,IPS,5.0
885290,260703452,27.0,Full HD,240.0,IPS,1.0
885296,260703459,27.0,,160.0,IPS,1.0
885303,260703466,32.0,2K,180.0,IPS,1.0
885391,260703554,27.0,Full HD,144.0,IPS,1.0
885397,260703560,14.0,,60.0,IPS,16.0
886585,260704573,15.6,Full HD,60.0,IPS,4.0
888166,260705983,23.8,Full HD,144.0,IPS,1.0
888174,260705992,27.0,Full HD,144.0,IPS,1.0
888182,260705999,27.0,2K,220.0,IPS,0.3
888189,260706006,31.5,,60.0,VA,4.0
888196,260706014,17.3,2K,60.0,OLED,0.2
888204,260706021,26.5,2K,540.0,OLED,0.02
888210,260706027,24.5,Full HD,240.0,IPS,1.0
890606,260801475,27.0,Full HD,144.0,IPS,8.0
890617,260801482,25.0,Full HD,320.0,IPS,1.0
890628,260801492,27.0,Full HD,100.0,IPS,5.0
890704,260801557,27.0,2K,210.0,IPS,1.0
890703,260801558,27.0,2K,200.0,IPS,1.0
891872,260802676,21.5,1920 x 1080,100.0,IPS,1.0
891873,260802677,21.5,1920 x 1080,100.0,IPS,1.0
891874,260802678,21.5,1920 x 1080,100.0,IPS,1.0
891875,260802679,21.5,1920 x 1080,100.0,IPS,1.0
891876,260802680,21.5,1920 x 1080,100.0,IPS,1.0
891877,260802681,21.5,1920 x 1080,100.0,IPS,1.0
891878,260802682,27.0,2560x1440,180.0,VA,1.0
891879,260802683,21.5,1920 x 1080,100.0,IPS,1.0
892232,260803035,43.0,,60.0,VA,4.0
892731,260803536,27.0,2K,220.0,IPS,0.3
892740,260803543,24.1,Full HD,610.0,TN,0.7
892756,260803558,16.0,,60.0,OLED,1.0
892763,260803565,16.0,,60.0,IPS,6.0
893037,260803839,43.0,,75.0,IPS,8.0
893363,260804147,24.5,Full HD,144.0,IPS,0.5
893746,260804533,16.0,2K,165.0,IPS,3.0
893756,260804540,27.0,Full HD,260.0,IPS,0.3
893772,260804555,27.0,2K,120.0,IPS,5.0
893780,260804562,27.0,2K,120.0,IPS,5.0
895187,260805889,23.8,1920 x 1080,144.0,IPS,0.5
895228,260805927,23.8,2560 x 1440,100.0,IPS,5.0
896219,260900844,27.0,1920 x 1080,144.0,IPS,0.5
897035,260901646,27.0,2560 x 1440,300.0,IPS,0.3
897043,260901652,24.5,1920 x 1080,120.0,IPS,1.0
897051,260901662,27.0,2560 x 1440,540.0,IPS,0.3
897185,260901793,31.5,1920 x 1080,180.0,VA,1.0
